Report Date,Reported For Date,Weight Range,Head Count,Average Weight,Price Range Low,Price Range High,Weighted Average Price
5/5/2017,5/4/2017,400-449,"1,149",427,30,53.25,44
5/5/2017,5/4/2017,450-499,"1,396",474,33,55,46.93
5/5/2017,5/4/2017,500-549,"1,989",524,37.57,56.1,51.02
5/5/2017,5/4/2017,550/up,790,590,36.05,57.5,52.45
5/4/2017,5/3/2017,300-399,839,374,33.37,50.92,43.71
5/4/2017,5/3/2017,400-449,919,428,34.38,52.42,45.21
5/4/2017,5/3/2017,450-499,"1,750",475,29,53.92,46.84
5/4/2017,5/3/2017,500-549,"2,054",525,35.39,58.42,50.29
5/4/2017,5/3/2017,550/up,"1,034",585,35.39,59.92,51.2
5/3/2017,5/2/2017,300-399,641,374,30.74,49,42.01
5/3/2017,5/2/2017,400-449,"1,085",425,30,52,42.15
5/3/2017,5/2/2017,450-499,"1,156",475,34,53,47.03
5/3/2017,5/2/2017,500-549,"1,820",524,45.07,57,49.32
5/3/2017,5/2/2017,550/up,686,583,42.77,58.5,50
5/2/2017,5/1/2017,300-399,841,370,29,50.34,41.92
5/2/2017,5/1/2017,400-449,675,428,34,52,43.32
5/2/2017,5/1/2017,450-499,"1,109",475,32,53,46.45
5/2/2017,5/1/2017,500-549,"1,044",526,37,57.34,48.36
5/2/2017,5/1/2017,550/up,514,584,40.09,58.84,50.83
5/1/2017,4/28/2017,300-399,965,375,28,47,40.49
5/1/2017,4/28/2017,400-449,"1,011",427,33,49,40.1
5/1/2017,4/28/2017,450-499,"1,271",475,33.26,50,44.79
5/1/2017,4/28/2017,500-549,"1,195",525,33,53,47.42
5/1/2017,4/28/2017,550/up,930,590,35.59,53,49.96
4/28/2017,4/27/2017,300-399,954,372,26,46.5,41.45
4/28/2017,4/27/2017,400-449,"1,456",425,31,48.25,41.66
4/28/2017,4/27/2017,450-499,"1,289",475,32,50.01,43.79
4/28/2017,4/27/2017,500-549,"1,906",524,33.84,53.5,47.42
4/28/2017,4/27/2017,550/up,927,583,46,55,49.06
4/27/2017,4/26/2017,300-399,983,371,30.89,46.11,39.89
4/27/2017,4/26/2017,400-449,"1,054",427,31,47.61,39.36
4/27/2017,4/26/2017,450-499,"1,275",475,31,49.61,43.14
4/27/2017,4/26/2017,500-549,"2,007",523,32.87,54.11,46.16
4/27/2017,4/26/2017,550/up,"1,053",584,43.58,55.11,48.69
4/26/2017,4/25/2017,300-399,"1,003",372,31,44,38.34
4/26/2017,4/25/2017,400-449,"1,007",427,25,45,39.08
4/26/2017,4/25/2017,450-499,"1,512",474,29,48.5,42.68
4/26/2017,4/25/2017,500-549,"1,908",524,42.13,53,46.11
4/26/2017,4/25/2017,550/up,921,584,44.19,54,47.36
4/25/2017,4/24/2017,300-399,"1,045",372,26.46,44,38.41
4/25/2017,4/24/2017,400-449,804,428,30,45,39.72
4/25/2017,4/24/2017,450-499,"1,258",474,32,46.84,42.21
4/25/2017,4/24/2017,500-549,"2,097",524,39.59,50.84,45.11
4/25/2017,4/24/2017,550/up,874,589,44.39,51.84,46.61
4/24/2017,4/21/2017,300-399,953,372,25,42.5,37.52
4/24/2017,4/21/2017,400-449,"1,018",426,25,44.75,37.29
4/24/2017,4/21/2017,450-499,"1,260",474,30,47,41.75
4/24/2017,4/21/2017,500-549,"1,534",523,31.63,48.45,44.86
4/24/2017,4/21/2017,550/up,616,587,44,49.9,46.65
4/21/2017,4/20/2017,300-399,"1,031",369,29,43,37.84
4/21/2017,4/20/2017,400-449,"1,028",426,25,44.75,37.5
4/21/2017,4/20/2017,450-499,"1,241",476,30,47,40.84
4/21/2017,4/20/2017,500-549,"1,611",525,32.84,47.8,44.88
4/21/2017,4/20/2017,550/up,938,587,44,48.99,46.39
4/20/2017,4/19/2017,300-399,934,372,25,43,37.3
4/20/2017,4/19/2017,400-449,"1,046",428,29,44.75,38.53
4/20/2017,4/19/2017,450-499,"1,231",476,31,46.75,41.41
4/20/2017,4/19/2017,500-549,"1,762",524,32.84,47.84,44.49
4/20/2017,4/19/2017,550/up,769,585,32.84,48.9,46.06
4/19/2017,4/18/2017,300-399,984,370,27,44,37.72
4/19/2017,4/18/2017,400-449,940,426,29,45,38.59
4/19/2017,4/18/2017,450-499,"1,184",476,32.59,47.5,42.15
4/19/2017,4/18/2017,500-549,"2,148",525,33.64,48,44.45
4/19/2017,4/18/2017,550/up,890,585,43.97,48.88,46.26
4/18/2017,4/17/2017,300-399,922,370,25,43,37.91
4/18/2017,4/17/2017,400-449,839,428,30,46,38.44
4/18/2017,4/17/2017,450-499,"1,308",475,34,46.62,42.43
4/18/2017,4/17/2017,500-549,"1,239",524,34,48,44.19
4/18/2017,4/17/2017,550/up,"1,100",587,42.89,48.91,46.5
4/17/2017,4/14/2017,300-399,641,378,25,44,38.34
4/17/2017,4/14/2017,400-449,986,425,29,44.5,37.53
4/17/2017,4/14/2017,450-499,800,475,33,47,41.55
4/17/2017,4/14/2017,500-549,857,524,42.62,48,44.49
4/17/2017,4/14/2017,550/up,508,592,44.65,49,45.99
4/14/2017,4/13/2017,300-399,536,370,30,45,38.19
4/14/2017,4/13/2017,400-449,"1,038",427,25,46,37.46
4/14/2017,4/13/2017,450-499,"1,266",475,30,48,41.91
4/14/2017,4/13/2017,500-549,"1,499",522,33,48.88,45.13
4/14/2017,4/13/2017,550/up,838,586,44,50,47.16
4/13/2017,4/12/2017,300-399,646,372,30.29,43.5,37.92
4/13/2017,4/12/2017,400-449,833,429,28,45.75,37.32
4/13/2017,4/12/2017,450-499,"1,379",476,31.31,47.5,41.77
4/13/2017,4/12/2017,500-549,"1,935",525,33.19,48.5,45.19
4/13/2017,4/12/2017,550/up,867,584,44.71,49,46.62
4/12/2017,4/11/2017,300-399,"1,090",374,25,44,38.12
4/12/2017,4/11/2017,400-449,"1,160",426,26,45,38.7
4/12/2017,4/11/2017,450-499,"1,405",475,33,47.25,42.77
4/12/2017,4/11/2017,500-549,"1,909",524,33,49.87,44.93
4/12/2017,4/11/2017,550/up,918,585,44,50,47.15
4/11/2017,4/10/2017,300-399,"1,103",367,30,45,38.21
4/11/2017,4/10/2017,400-449,883,428,25,46,38.58
4/11/2017,4/10/2017,450-499,"1,385",474,30,47,42.92
4/11/2017,4/10/2017,500-549,"2,090",525,31,48.5,45.12
4/11/2017,4/10/2017,550/up,911,588,44,49.18,47.63
4/10/2017,4/7/2017,300-399,941,372,28,46,37.78
4/10/2017,4/7/2017,400-449,850,426,24,47,37.99
4/10/2017,4/7/2017,450-499,"1,299",476,31.09,48.5,43.26
4/10/2017,4/7/2017,500-549,"1,541",523,32.09,50.55,45.6
4/10/2017,4/7/2017,550/up,723,589,32.1,52.8,48.14
4/7/2017,4/6/2017,300-399,956,372,25,45,37.38
4/7/2017,4/6/2017,400-449,909,426,24,46.75,39.16
4/7/2017,4/6/2017,450-499,"1,743",474,29,48.5,42.29
4/7/2017,4/6/2017,500-549,"1,497",525,32.58,48,45.31
4/7/2017,4/6/2017,550/up,"1,204",583,32.58,49.97,47.07
4/6/2017,4/5/2017,300-399,984,373,23,45.25,37.94
4/6/2017,4/5/2017,400-449,834,425,28,46,39.24
4/6/2017,4/5/2017,450-499,"1,658",474,29,48.5,41.95
4/6/2017,4/5/2017,500-549,"1,710",524,33.21,49.9,45.07
4/6/2017,4/5/2017,550/up,960,585,33.22,49.5,46.74
4/5/2017,4/4/2017,300-399,995,372,28,44.5,37.9
4/5/2017,4/4/2017,400-449,991,429,30,46.75,39.71
4/5/2017,4/4/2017,450-499,"1,364",474,32,48.5,41.97
4/5/2017,4/4/2017,500-549,"1,968",524,33.99,49.5,45.08
4/5/2017,4/4/2017,550/up,898,590,33.99,49.49,46.4
4/4/2017,4/3/2017,300-399,"1,009",372,30,44.5,37.32
4/4/2017,4/3/2017,400-449,"1,043",428,23,45.25,37.77
4/4/2017,4/3/2017,450-499,"1,728",475,30,46.5,42.58
4/4/2017,4/3/2017,500-549,"1,769",524,32,48.88,44.83
4/4/2017,4/3/2017,550/up,903,589,43.52,48.84,46.7
4/3/2017,3/31/2017,300-399,792,372,25,43.5,38.05
4/3/2017,3/31/2017,400-449,"1,184",425,29,44.25,37.07
4/3/2017,3/31/2017,450-499,"1,098",475,31.25,45.5,42.16
4/3/2017,3/31/2017,500-549,"1,459",524,32.83,47.88,44.59
4/3/2017,3/31/2017,550/up,"1,113",592,32.83,49.8,46.86
3/31/2017,3/30/2017,300-399,"1,085",372,23,43,37.22
3/31/2017,3/30/2017,400-449,"1,184",427,24,46.75,37.04
3/31/2017,3/30/2017,450-499,"1,204",475,26,48.5,40.57
3/31/2017,3/30/2017,500-549,"1,804",525,31.29,49.5,43.75
3/31/2017,3/30/2017,550/up,"1,081",593,31.5,48.84,44.59
3/30/2017,3/29/2017,300-399,882,373,29.24,42,36.39
3/30/2017,3/29/2017,400-449,"1,004",428,28,46.25,37.22
3/30/2017,3/29/2017,450-499,"1,795",476,28,48,40.67
3/30/2017,3/29/2017,500-549,"1,617",526,31.39,49,43.3
3/30/2017,3/29/2017,550/up,707,588,31.38,49,44.87
3/29/2017,3/28/2017,300-399,"1,339",372,28,42,35.7
3/29/2017,3/28/2017,400-449,"1,001",427,22,45.25,37.46
3/29/2017,3/28/2017,450-499,"1,447",476,26,47,39.92
3/29/2017,3/28/2017,500-549,"1,987",523,39.03,48,42.87
3/29/2017,3/28/2017,550/up,730,588,41.08,47.34,44.01
3/28/2017,3/27/2017,300-399,"1,282",373,21,42,35.3
3/28/2017,3/27/2017,400-449,"1,246",426,27,43,36.28
3/28/2017,3/27/2017,450-499,"1,722",476,25,43.84,39.73
3/28/2017,3/27/2017,500-549,"1,345",524,30,46.86,42.01
3/28/2017,3/27/2017,550/up,958,587,40,47.84,43.36
3/27/2017,3/24/2017,300-399,782,371,26,41,34.87
3/27/2017,3/24/2017,400-449,"1,297",428,21,42,34.26
3/27/2017,3/24/2017,450-499,900,474,26,43,38.11
3/27/2017,3/24/2017,500-549,"1,588",524,29.06,47,40.75
3/27/2017,3/24/2017,550/up,934,586,40,45.55,42.94
3/24/2017,3/23/2017,300-399,868,365,21,40,33.88
3/24/2017,3/23/2017,400-449,898,428,22,43.25,35.34
3/24/2017,3/23/2017,450-499,"1,557",476,26,45,37.13
3/24/2017,3/23/2017,500-549,"1,527",524,29.17,46,40.95
3/24/2017,3/23/2017,550/up,"1,016",590,40,46,42.22
3/23/2017,3/22/2017,300-399,733,373,24,40,33.71
3/23/2017,3/22/2017,400-449,994,425,26,43.25,33.82
3/23/2017,3/22/2017,450-499,"1,358",476,26,45,38.36
3/23/2017,3/22/2017,500-549,"1,607",524,27.34,46,40.45
3/23/2017,3/22/2017,550/up,752,583,38.61,46,41.3
3/22/2017,3/21/2017,300-399,915,372,21,39,33.49
3/22/2017,3/21/2017,400-449,879,426,20,42.25,34.61
3/22/2017,3/21/2017,450-499,"1,455",476,25,44,37.39
3/22/2017,3/21/2017,500-549,"1,481",524,28.43,45,39.43
3/22/2017,3/21/2017,550/up,"1,239",588,29.94,45,41.04
3/21/2017,3/20/2017,300-399,898,373,20,39.5,33.64
3/21/2017,3/20/2017,400-449,"1,002",426,23,41,34.35
3/21/2017,3/20/2017,450-499,"1,128",474,26,42,37.25
3/21/2017,3/20/2017,500-549,"1,493",523,28,44.34,39.11
3/21/2017,3/20/2017,550/up,886,588,37.85,45.34,40.64
3/20/2017,3/17/2017,300-399,765,371,22,40,33.72
3/20/2017,3/17/2017,400-449,"1,153",425,20,41,32.45
3/20/2017,3/17/2017,450-499,"1,103",474,24,42,35.23
3/20/2017,3/17/2017,500-549,"1,671",523,28.54,43,38.64
3/20/2017,3/17/2017,550/up,586,591,28.54,44,39.6
3/17/2017,3/16/2017,300-399,"1,096",371,24.93,40,32.64
3/17/2017,3/16/2017,400-449,"1,105",425,20,41.25,33.25
3/17/2017,3/16/2017,450-499,"1,369",476,26.46,43,36.29
3/17/2017,3/16/2017,500-549,"1,819",524,24,44,38.31
3/17/2017,3/16/2017,550/up,856,584,28.59,44.2,40.37
3/16/2017,3/15/2017,300-399,899,375,24,40,31.8
3/16/2017,3/15/2017,400-449,840,427,19,41,32.66
3/16/2017,3/15/2017,450-499,"1,249",474,25,42,35.67
3/16/2017,3/15/2017,500-549,"1,967",524,27.51,43,37.85
3/16/2017,3/15/2017,550/up,750,582,36.15,44,39.94
3/15/2017,3/14/2017,300-399,737,372,19,40,31.69
3/15/2017,3/14/2017,400-449,"1,084",426,20,41,32.22
3/15/2017,3/14/2017,450-499,"1,558",477,25.98,42,36.13
3/15/2017,3/14/2017,500-549,"1,482",524,33.78,43,37.05
3/15/2017,3/14/2017,550/up,923,586,27.02,44,38.84
3/14/2017,3/13/2017,300-399,908,372,18,40,31.99
3/14/2017,3/13/2017,400-449,"1,076",427,20,43,32.29
3/14/2017,3/13/2017,450-499,"1,722",476,25,44,34.75
3/14/2017,3/13/2017,500-549,"1,355",523,27,45,36.65
3/14/2017,3/13/2017,550/up,"1,020",587,35.84,45,38.49
3/13/2017,3/10/2017,300-399,737,376,18,38.5,30.11
3/13/2017,3/10/2017,400-449,692,426,19,43,30.86
3/13/2017,3/10/2017,450-499,900,475,24,44,32.52
3/13/2017,3/10/2017,500-549,"1,439",523,27.28,45,36.85
3/13/2017,3/10/2017,550/up,783,581,35.38,45,37.99
3/10/2017,3/9/2017,300-399,"1,333",371,18,37,31.1
3/10/2017,3/9/2017,400-449,983,427,20,37.75,31.75
3/10/2017,3/9/2017,450-499,"1,482",474,24.2,38.5,34.07
3/10/2017,3/9/2017,500-549,"1,956",524,25,40.44,35.91
3/10/2017,3/9/2017,550/up,690,587,30.85,41,37.48
3/9/2017,3/8/2017,300-399,889,373,22,36,30.21
3/9/2017,3/8/2017,400-449,"1,044",426,22,38.25,30.41
3/9/2017,3/8/2017,450-499,"1,163",475,21.64,40,33.29
3/9/2017,3/8/2017,500-549,"1,747",525,26.18,41,36.22
3/9/2017,3/8/2017,550/up,603,586,27.13,41,37.26
3/8/2017,3/7/2017,300-399,999,370,16,36.75,30.08
3/8/2017,3/7/2017,400-449,913,426,18,37.5,30.24
3/8/2017,3/7/2017,450-499,"1,429",475,22,38.75,32.8
3/8/2017,3/7/2017,500-549,"1,846",524,25.65,41,35.25
3/8/2017,3/7/2017,550/up,749,584,33.97,41,37.16
3/7/2017,3/6/2017,300-399,"1,141",373,16,35.25,30.81
3/7/2017,3/6/2017,400-449,"1,159",428,20,36.25,30.42
3/7/2017,3/6/2017,450-499,"1,651",474,25,37.25,33.03
3/7/2017,3/6/2017,500-549,"1,285",526,32.13,38.9,35.65
3/7/2017,3/6/2017,550/up,727,585,34.14,39.84,36.1
3/6/2017,3/3/2017,300-399,623,372,20,35,29.49
3/6/2017,3/3/2017,400-449,"1,091",426,16,37.75,28.62
3/6/2017,3/3/2017,450-499,"1,248",475,22,39.5,31.73
3/6/2017,3/3/2017,500-549,"1,362",525,24.09,40.5,34.96
3/6/2017,3/3/2017,550/up,984,590,24.78,40.5,36.57
3/3/2017,3/2/2017,300-399,"1,134",374,16,36,29.39
3/3/2017,3/2/2017,400-449,"1,018",427,19,37.75,28.49
3/3/2017,3/2/2017,450-499,"1,304",474,21,38,32.05
3/3/2017,3/2/2017,500-549,"1,866",526,23.77,40.5,35.04
3/3/2017,3/2/2017,550/up,904,587,23.77,40,35.95
3/2/2017,3/1/2017,300-399,998,372,20,35.5,28.99
3/2/2017,3/1/2017,400-449,918,424,22,36.5,29.87
3/2/2017,3/1/2017,450-499,"1,632",473,23.33,39.5,32.16
3/2/2017,3/1/2017,500-549,"1,460",525,24.35,38.74,34.85
3/2/2017,3/1/2017,550/up,690,591,24.98,40.5,36.33
3/1/2017,2/28/2017,300-399,705,372,16,34.5,27.77
3/1/2017,2/28/2017,400-449,613,425,20,37.75,29.22
3/1/2017,2/28/2017,450-499,"1,515",475,23.38,39.5,32.65
3/1/2017,2/28/2017,500-549,"1,674",524,25,40.5,34.72
3/1/2017,2/28/2017,550/up,621,584,32.74,40.5,35.07
2/28/2017,2/27/2017,300-399,731,370,20,33.84,29.25
2/28/2017,2/27/2017,400-449,810,426,16,37.25,28.83
2/28/2017,2/27/2017,450-499,"1,696",474,18,36.34,30.99
2/28/2017,2/27/2017,500-549,"1,482",525,25,38.84,34.32
2/28/2017,2/27/2017,550/up,861,584,33.6,40.25,35.99
2/27/2017,2/24/2017,300-399,"1,153",371,23.11,35.5,30.06
2/27/2017,2/24/2017,400-449,"1,086",426,16,36.75,28.55
2/27/2017,2/24/2017,450-499,"1,386",476,21,38.5,32.14
2/27/2017,2/24/2017,500-549,"1,294",525,25.21,39.5,34.23
2/27/2017,2/24/2017,550/up,781,592,25.27,38.5,35.23
2/24/2017,2/23/2017,300-399,"1,090",375,16,35.5,27.52
2/24/2017,2/23/2017,400-449,989,428,18,36.75,29.13
2/24/2017,2/23/2017,450-499,"1,372",474,15,38.5,31.37
2/24/2017,2/23/2017,500-549,"1,631",524,20,37.42,33.75
2/24/2017,2/23/2017,550/up,984,584,24.54,39.5,35.41
2/23/2017,2/22/2017,300-399,957,370,15,36.5,28.11
2/23/2017,2/22/2017,400-449,"1,132",426,20,37.5,27.8
2/23/2017,2/22/2017,450-499,"1,781",476,22.5,38.5,32.15
2/23/2017,2/22/2017,500-549,"1,550",524,25.33,39.5,33.43
2/23/2017,2/22/2017,550/up,721,582,25.94,38.42,34.1
2/22/2017,2/21/2017,300-399,776,372,21,33,27.61
2/22/2017,2/21/2017,400-449,"1,002",426,15,35.75,28.09
2/22/2017,2/21/2017,450-499,"1,149",475,20,37.5,31.34
2/22/2017,2/21/2017,500-549,"1,417",524,23,38.5,32.94
2/22/2017,2/21/2017,550/up,828,587,32,37.88,34.93
2/21/2017,2/20/2017,300-399,"1,215",373,20,34,27.14
2/21/2017,2/20/2017,400-449,"1,042",429,14,35,26.94
2/21/2017,2/20/2017,450-499,"1,665",475,19,36,30.84
2/21/2017,2/20/2017,500-549,"1,515",525,28.26,37,32.3
2/21/2017,2/20/2017,550/up,"1,045",585,32,38,33.95
2/20/2017,2/17/2017,300-399,652,372,17,32,26.22
2/20/2017,2/17/2017,400-449,"1,101",427,15,35,26.07
2/20/2017,2/17/2017,450-499,"1,065",476,20,36,30.01
2/20/2017,2/17/2017,500-549,"1,289",526,23.23,36.5,32.14
2/20/2017,2/17/2017,550/up,566,590,31.87,37.5,34.11
2/17/2017,2/16/2017,300-399,"1,109",379,22,33.5,27.42
2/17/2017,2/16/2017,400-449,"1,085",426,20,34.5,27.75
2/17/2017,2/16/2017,450-499,"1,130",474,15,35.5,30.01
2/17/2017,2/16/2017,500-549,"1,408",525,21,36.5,32.04
2/17/2017,2/16/2017,550/up,883,584,31,37.7,33.78
2/16/2017,2/15/2017,300-399,"1,072",375,14,30,25.87
2/16/2017,2/15/2017,400-449,896,426,18,33.75,26.24
2/16/2017,2/15/2017,450-499,"1,617",477,19,35.5,29.86
2/16/2017,2/15/2017,500-549,"1,813",524,23.88,36.5,31.95
2/16/2017,2/15/2017,550/up,566,587,30.5,34,32.9
2/15/2017,2/14/2017,300-399,"1,032",368,14,33.5,27.46
2/15/2017,2/14/2017,400-449,964,426,17,34.5,26.37
2/15/2017,2/14/2017,450-499,"1,596",474,15,35.5,28.53
2/15/2017,2/14/2017,500-549,"1,686",524,28.9,36.5,31.87
2/15/2017,2/14/2017,550/up,830,584,30,36.5,32.78
2/14/2017,2/13/2017,300-399,"1,446",373,15,29,26.23
2/14/2017,2/13/2017,400-449,"1,067",425,18,29.34,25.29
2/14/2017,2/13/2017,450-499,"1,184",475,20.7,31.66,27.98
2/14/2017,2/13/2017,500-549,"1,358",524,22,36.09,31.84
2/14/2017,2/13/2017,550/up,603,583,30.47,38,33.54
2/13/2017,2/10/2017,300-399,"1,169",371,15,32,27.53
2/13/2017,2/10/2017,400-449,"1,197",428,20,34.25,27.29
2/13/2017,2/10/2017,450-499,"1,380",474,21.82,36,30.03
2/13/2017,2/10/2017,500-549,"1,280",524,22.5,37,31.81
2/13/2017,2/10/2017,550/up,891,594,24.58,37,33.28
2/10/2017,2/9/2017,300-399,701,372,15,32,25.92
2/10/2017,2/9/2017,400-449,870,428,16,35.25,27.01
2/10/2017,2/9/2017,450-499,"1,453",474,21,37,29.34
2/10/2017,2/9/2017,500-549,"1,716",525,23.66,38,32
2/10/2017,2/9/2017,550/up,967,583,23.41,37,33.24
2/9/2017,2/8/2017,300-399,740,368,16,36,27.45
2/9/2017,2/8/2017,400-449,"1,037",426,20,37,27.35
2/9/2017,2/8/2017,450-499,"1,260",476,22,38,30.24
2/9/2017,2/8/2017,500-549,"1,616",525,23.58,39,32.76
2/9/2017,2/8/2017,550/up,715,586,24.12,40,33.6
2/8/2017,2/7/2017,300-399,955,371,20.21,33,28.27
2/8/2017,2/7/2017,400-449,"1,138",426,22.67,33.75,29.25
2/8/2017,2/7/2017,450-499,"1,305",476,22.67,34.5,30.25
2/8/2017,2/7/2017,500-549,"1,404",524,23.7,35.5,32.31
2/8/2017,2/7/2017,550/up,556,587,31.5,38.5,34.53
2/7/2017,2/6/2017,300-399,"1,089",371,18,35.5,28.38
2/7/2017,2/6/2017,400-449,"1,354",427,18,36,29.32
2/7/2017,2/6/2017,450-499,"1,633",474,20.28,37.5,31.45
2/7/2017,2/6/2017,500-549,"1,252",525,26.15,38,33.41
2/7/2017,2/6/2017,550/up,"1,046",585,32,39.5,35.44
2/6/2017,2/3/2017,300-399,903,371,19,35.5,29.17
2/6/2017,2/3/2017,400-449,"1,020",422,20,36,29.03
2/6/2017,2/3/2017,450-499,889,472,22.53,38.8,33.04
2/6/2017,2/3/2017,500-549,"1,175",523,23.55,38.5,34.45
2/6/2017,2/3/2017,550/up,"1,050",586,32.75,39.5,36.2
2/3/2017,2/2/2017,300-399,926,371,20.5,35.5,29.6
2/3/2017,2/2/2017,400-449,738,428,17,36.5,28.5
2/3/2017,2/2/2017,450-499,"1,145",474,22,38,31.01
2/3/2017,2/2/2017,500-549,"1,739",525,23.19,40.12,34.66
2/3/2017,2/2/2017,550/up,773,584,31,39.5,35.33
2/2/2017,2/1/2017,300-399,"1,282",374,20,35,30.35
2/2/2017,2/1/2017,400-449,"1,364",426,23,36.75,29.89
2/2/2017,2/1/2017,450-499,"1,502",476,23.51,40,32.92
2/2/2017,2/1/2017,500-549,"1,281",526,25.65,39.19,35.28
2/2/2017,2/1/2017,550/up,996,583,25.65,40,36.47
2/1/2017,1/31/2017,300-399,"1,349",376,18,35.5,30.4
2/1/2017,1/31/2017,400-449,850,428,21.58,36.25,31.23
2/1/2017,1/31/2017,450-499,"1,111",476,25.01,38.88,33.8
2/1/2017,1/31/2017,500-549,"1,528",526,25.5,40.25,35.15
2/1/2017,1/31/2017,550/up,879,584,26.09,40.5,36.6
1/31/2017,1/30/2017,300-399,941,374,23,37,31.51
1/31/2017,1/30/2017,400-449,"1,338",428,21,38,31.27
1/31/2017,1/30/2017,450-499,"1,781",474,26,39,33.83
1/31/2017,1/30/2017,500-549,"1,050",524,25.5,40,34.99
1/31/2017,1/30/2017,550/up,676,585,35.12,41,36.65
1/30/2017,1/27/2017,300-399,543,375,18,37.5,30.9
1/30/2017,1/27/2017,400-449,"1,093",425,20,39,30.31
1/30/2017,1/27/2017,450-499,"1,021",473,22,40.5,32.44
1/30/2017,1/27/2017,500-549,"1,171",524,26,41.5,37.81
1/30/2017,1/27/2017,550/up,555,582,26.36,42,37.24
1/27/2017,1/26/2017,300-399,"1,082",375,18,37.75,30.4
1/27/2017,1/26/2017,400-449,"1,238",425,18,39.25,31.37
1/27/2017,1/26/2017,450-499,"1,232",476,23.65,39.25,35.04
1/27/2017,1/26/2017,500-549,"1,373",523,24.76,40.69,36.15
1/27/2017,1/26/2017,550/up,940,581,35.4,42,38.23
1/26/2017,1/25/2017,300-399,742,370,18,37.5,31.11
1/26/2017,1/25/2017,400-449,856,428,22,39.25,31.37
1/26/2017,1/25/2017,450-499,"1,150",474,24,41,34.32
1/26/2017,1/25/2017,500-549,"1,885",524,25.45,42,36.98
1/26/2017,1/25/2017,550/up,804,588,35.89,42,37.83
1/25/2017,1/24/2017,300-399,"1,076",369,26.14,39,31.98
1/25/2017,1/24/2017,400-449,"1,068",425,23,40,32.05
1/25/2017,1/24/2017,450-499,"1,082",476,26.73,41,34.8
1/25/2017,1/24/2017,500-549,"1,994",525,26,42,37.37
1/25/2017,1/24/2017,550/up,975,585,35.79,43,37.76
1/24/2017,1/23/2017,300-399,918,370,22,38,32.36
1/24/2017,1/23/2017,400-449,"1,255",427,18,39,31.12
1/24/2017,1/23/2017,450-499,"1,443",475,22.95,40,34.91
1/24/2017,1/23/2017,500-549,"1,428",523,33.05,41,36.75
1/24/2017,1/23/2017,550/up,962,589,34.99,42,37.88
1/23/2017,1/20/2017,300-399,888,369,20,37,31.9
1/23/2017,1/20/2017,400-449,942,424,18,38,30.9
1/23/2017,1/20/2017,450-499,684,474,25.13,41,35.11
1/23/2017,1/20/2017,500-549,"1,480",521,26.86,42,36.32
1/23/2017,1/20/2017,550/up,846,582,36,42,38.95
1/20/2017,1/19/2017,300-399,"1,129",373,21,37.5,30.48
1/20/2017,1/19/2017,400-449,975,427,17,39,30.84
1/20/2017,1/19/2017,450-499,"1,071",475,22,40.5,33.73
1/20/2017,1/19/2017,500-549,"1,653",526,27,41.5,36.6
1/20/2017,1/19/2017,550/up,936,583,27.75,42,37.01
1/19/2017,1/18/2017,300-399,745,371,17,38,29.85
1/19/2017,1/18/2017,400-449,716,426,22,38.25,30.73
1/19/2017,1/18/2017,450-499,"1,365",475,24.5,39,33.9
1/19/2017,1/18/2017,500-549,"1,346",526,26.24,41,35.9
1/19/2017,1/18/2017,550/up,"1,034",589,34.25,41,37.71
1/18/2017,1/17/2017,300-399,815,370,22,35.5,30.79
1/18/2017,1/17/2017,400-449,782,426,24,37.75,31.78
1/18/2017,1/17/2017,450-499,"1,276",474,25,39.5,33.73
1/18/2017,1/17/2017,500-549,"1,532",526,31.5,40.5,35.52
1/18/2017,1/17/2017,550/up,939,586,34,40.5,36.28
1/17/2017,1/16/2017,300-399,"1,019",370,21,37,29.4
1/17/2017,1/16/2017,400-449,"1,110",428,23,38,29.72
1/17/2017,1/16/2017,450-499,"1,442",476,25,39,33.56
1/17/2017,1/16/2017,500-549,"1,692",524,26.55,40.22,34.75
1/17/2017,1/16/2017,550/up,934,588,33.7,39.83,36.61
1/16/2017,1/13/2017,300-399,821,373,16,36.5,29.9
1/16/2017,1/13/2017,400-449,"1,094",429,20,37.5,28.41
1/16/2017,1/13/2017,450-499,"1,103",474,20,38.5,31.68
1/16/2017,1/13/2017,500-549,"1,384",525,32.08,39.5,34.49
1/16/2017,1/13/2017,550/up,680,586,34,39,35.87
1/13/2017,1/12/2017,300-399,748,373,16,35.5,28.4
1/13/2017,1/12/2017,400-449,962,427,15,36.5,28.78
1/13/2017,1/12/2017,450-499,"1,094",475,22,37.5,31.69
1/13/2017,1/12/2017,500-549,"1,527",527,25,38.5,33.25
1/13/2017,1/12/2017,550/up,"1,046",587,32,39.5,35.5
1/12/2017,1/11/2017,300-399,786,372,16,34,27.77
1/12/2017,1/11/2017,400-449,922,428,15,35,28.05
1/12/2017,1/11/2017,450-499,"1,435",474,20,36.03,30.61
1/12/2017,1/11/2017,500-549,"1,501",526,22.88,37,32.71
1/12/2017,1/11/2017,550/up,671,589,32,37.17,34.3
1/11/2017,1/10/2017,300-399,"1,126",373,14,33,26.54
1/11/2017,1/10/2017,400-449,818,426,19,33.75,28.52
1/11/2017,1/10/2017,450-499,"1,269",475,21,35,30.64
1/11/2017,1/10/2017,500-549,"1,738",524,23.24,36.82,32.68
1/11/2017,1/10/2017,550/up,992,585,23.24,37,33.04
