Report Date,Reported For Date,Weight Range,Head Count,Average Weight,Price Range Low,Price Range High,Weighted Average Price
12/16/2013,12/13/2013,450-499,"1,774",475,57.87,78,71.04
12/16/2013,12/13/2013,500-549,"1,417",524,57.87,80,74.12
12/16/2013,12/13/2013,550/up,339,588,69,77,74.16
12/13/2013,12/12/2013,300-399,"1,525",364,53.21,74,65.86
12/13/2013,12/12/2013,400-449,"1,325",427,53,75,66.08
12/13/2013,12/12/2013,450-499,"1,439",475,57.46,76,69.23
12/13/2013,12/12/2013,500-549,"1,461",523,57.46,77,71.75
12/13/2013,12/12/2013,550/up,515,582,63.38,76,72.65
12/12/2013,12/11/2013,300-399,"1,409",368,53,73,65.77
12/12/2013,12/11/2013,400-449,"1,216",427,58,74,65.54
12/12/2013,12/11/2013,450-499,"1,436",473,58,75.26,69.77
12/12/2013,12/11/2013,500-549,975,524,58.68,74.5,71
12/12/2013,12/11/2013,550/up,600,584,58.68,75.24,71.42
12/11/2013,12/10/2013,300-399,"1,259",370,53,70.11,65.9
12/11/2013,12/10/2013,400-449,"1,144",426,56,70.5,64.52
12/11/2013,12/10/2013,450-499,"1,580",475,58.56,74.89,69.7
12/11/2013,12/10/2013,500-549,"1,328",524,58.56,75,71.45
12/11/2013,12/10/2013,550/up,404,584,69.87,76.03,72.44
12/10/2013,12/9/2013,300-399,"1,919",364,53,72.5,65.3
12/10/2013,12/9/2013,400-449,"1,073",426,58,72.5,67.75
12/10/2013,12/9/2013,450-499,"1,963",475,57.73,73.52,69.49
12/10/2013,12/9/2013,500-549,989,524,66,74.54,71.64
12/10/2013,12/9/2013,550/up,524,587,57.73,74.17,71.43
12/9/2013,12/6/2013,300-399,"2,141",366,60,74,66.38
12/9/2013,12/6/2013,400-449,"1,618",427,58.77,74,66.41
12/9/2013,12/6/2013,450-499,"1,974",474,58,75,69.78
12/9/2013,12/6/2013,500-549,"2,026",526,58,77,72.62
12/9/2013,12/6/2013,550/up,676,580,58.77,77,72.47
12/6/2013,12/5/2013,300-399,"1,205",368,53,75,67.01
12/6/2013,12/5/2013,400-449,"1,656",426,51,76,64
12/6/2013,12/5/2013,450-499,"1,581",474,58,77,69.66
12/6/2013,12/5/2013,500-549,"1,188",523,59.35,77.4,72.4
12/6/2013,12/5/2013,550/up,507,587,59.35,78.15,71.93
12/5/2013,12/4/2013,300-399,"1,031",370,54.65,72,66.8
12/5/2013,12/4/2013,400-449,976,426,58.45,74,66.46
12/5/2013,12/4/2013,450-499,"1,919",475,58.46,76,68.82
12/5/2013,12/4/2013,500-549,"1,083",524,58.8,76.94,72.11
12/5/2013,12/4/2013,550/up,604,581,58.8,77.9,72.57
12/4/2013,12/3/2013,300-399,"1,690",370,56.51,75,67.46
12/4/2013,12/3/2013,400-449,"1,359",424,57,76,67.04
12/4/2013,12/3/2013,450-499,"1,620",475,60,77,71.4
12/4/2013,12/3/2013,500-549,"1,289",524,60.51,78,73.56
12/4/2013,12/3/2013,550/up,531,587,67.5,78.24,74.51
12/3/2013,12/2/2013,300-399,"1,110",374,54,73,66.19
12/3/2013,12/2/2013,400-449,"1,178",428,59,74,67.11
12/3/2013,12/2/2013,450-499,"1,559",476,60.09,77.65,71.83
12/3/2013,12/2/2013,500-549,"1,056",525,60.09,76.06,74.25
12/3/2013,12/2/2013,550/up,682,589,60.09,80.81,75.21
12/2/2013,11/29/2013,300-399,773,367,55,75,70.31
12/2/2013,11/29/2013,400-449,"1,172",423,56.53,76,66.71
12/2/2013,11/29/2013,450-499,"1,073",476,60,77,71.59
12/2/2013,11/29/2013,500-549,911,525,60.53,77,73.52
12/2/2013,11/29/2013,550/up,193,584,72.5,77,74.93
11/29/2013,11/27/2013,300-399,944,365,58,74.88,69.22
11/29/2013,11/27/2013,400-449,929,425,62,75,66.88
11/29/2013,11/27/2013,450-499,"1,127",476,62,76,71.51
11/29/2013,11/27/2013,500-549,940,524,62.04,77.5,74.5
11/29/2013,11/27/2013,550/up,392,592,72.62,78,75.82
11/27/2013,11/26/2013,300-399,"1,505",367,57.05,76,69.04
11/27/2013,11/26/2013,400-449,837,426,60.59,77,68.02
11/27/2013,11/26/2013,450-499,"1,226",475,61.93,78,72.07
11/27/2013,11/26/2013,500-549,"1,630",524,59,79.02,74.82
11/27/2013,11/26/2013,550/up,454,587,61.93,80.27,76.32
11/26/2013,11/25/2013,300-399,"1,522",370,60,78.25,70.95
11/26/2013,11/25/2013,400-449,"1,674",426,60,77,69.38
11/26/2013,11/25/2013,450-499,"1,771",474,63,80,73.77
11/26/2013,11/25/2013,500-549,"1,239",523,63.73,80,76.05
11/26/2013,11/25/2013,550/up,356,584,74,80.56,77.33
11/25/2013,11/22/2013,300-399,"1,723",361,62,75,69.32
11/25/2013,11/22/2013,400-449,"1,329",425,62,76.84,68.78
11/25/2013,11/22/2013,450-499,"1,660",476,61.75,78.24,72.68
11/25/2013,11/22/2013,500-549,"1,465",525,62.76,81,77.16
11/25/2013,11/22/2013,550/up,317,581,70,79.75,77.97
11/22/2013,11/21/2013,300-399,"1,617",364,59.62,81,71.83
11/22/2013,11/21/2013,400-449,"1,295",427,59,82,72.18
11/22/2013,11/21/2013,450-499,"1,342",475,53,84,73.93
11/22/2013,11/21/2013,500-549,"1,406",526,69.5,84,76.95
11/22/2013,11/21/2013,550/up,626,584,71,85,78.58
11/21/2013,11/20/2013,300-399,"1,446",367,58,77.07,70.3
11/21/2013,11/20/2013,400-449,"1,017",427,60,78,70.33
11/21/2013,11/20/2013,450-499,"1,339",474,63.24,78.56,74.18
11/21/2013,11/20/2013,500-549,773,526,63.24,81.27,75.91
11/21/2013,11/20/2013,550/up,354,585,75.48,80.2,78.04
11/20/2013,11/19/2013,300-399,"1,379",365,61.58,77,71.66
11/20/2013,11/19/2013,400-449,"1,082",428,61.58,78,71.59
11/20/2013,11/19/2013,450-499,"1,599",476,61.97,81.77,74.91
11/20/2013,11/19/2013,500-549,"1,329",525,69.77,80.62,76.37
11/20/2013,11/19/2013,550/up,718,588,61.97,81,77.13
11/19/2013,11/18/2013,300-399,"2,089",361,56.73,77,70.45
11/19/2013,11/18/2013,400-449,"1,266",427,60.72,78,72.5
11/19/2013,11/18/2013,450-499,"1,497",475,60.72,80.32,75.02
11/19/2013,11/18/2013,500-549,"1,014",526,71,80.5,77.14
11/19/2013,11/18/2013,550/up,567,580,73,81,77.35
11/18/2013,11/15/2013,300-399,"1,240",366,55.84,77,70.32
11/18/2013,11/15/2013,400-449,"1,056",424,60.84,78,69.86
11/18/2013,11/15/2013,450-499,"1,807",473,59.89,79,71.35
11/18/2013,11/15/2013,500-549,"1,630",522,59.89,85,75.55
11/18/2013,11/15/2013,550/up,266,577,72.99,81,76.79
11/15/2013,11/14/2013,300-399,"1,620",364,55.45,75,69.14
11/15/2013,11/14/2013,400-449,"1,182",424,59.07,76,68.32
11/15/2013,11/14/2013,450-499,"1,104",474,59.53,77,70.89
11/15/2013,11/14/2013,500-549,918,524,59.53,78,73.97
11/15/2013,11/14/2013,550/up,503,581,59.53,78.5,74.51
11/14/2013,11/13/2013,300-399,"1,364",361,54.16,74,68.53
11/14/2013,11/13/2013,400-449,"1,221",428,58.34,75,67.15
11/14/2013,11/13/2013,450-499,"1,582",476,57.25,76,72.13
11/14/2013,11/13/2013,500-549,"1,326",524,58.34,77.5,72.99
11/14/2013,11/13/2013,550/up,504,583,57.25,78.75,74.35
11/13/2013,11/12/2013,300-399,"1,694",372,52.98,74,67.41
11/13/2013,11/12/2013,400-449,"1,224",426,56.73,75,67.49
11/13/2013,11/12/2013,450-499,"1,563",476,57.25,76,70.11
11/13/2013,11/12/2013,500-549,"1,422",525,65.8,77.5,72.97
11/13/2013,11/12/2013,550/up,568,586,70,77.5,73.77
11/12/2013,11/11/2013,300-399,"2,503",366,52.48,73,66.43
11/12/2013,11/11/2013,400-449,"2,611",427,57.25,74.51,65.9
11/12/2013,11/11/2013,450-499,"3,468",473,52,75,68.64
11/12/2013,11/11/2013,500-549,"2,655",523,56.79,76.5,71.1
11/12/2013,11/11/2013,550/up,820,585,66,76.5,72.42
11/8/2013,11/7/2013,300-399,"1,248",369,50,71,65.61
11/8/2013,11/7/2013,400-449,"1,690",426,52,72.73,64.35
11/8/2013,11/7/2013,450-499,"1,228",476,56.03,75.88,68.66
11/8/2013,11/7/2013,500-549,"1,236",524,56.58,74.5,69.88
11/8/2013,11/7/2013,550/up,606,587,56.58,75.5,71.86
11/7/2013,11/6/2013,300-399,"1,444",371,51,72,65.62
11/7/2013,11/6/2013,400-449,"1,486",426,51,74,63.34
11/7/2013,11/6/2013,450-499,"1,508",474,55.87,76,68.63
11/7/2013,11/6/2013,500-549,"1,127",526,55.87,74.5,69.84
11/7/2013,11/6/2013,550/up,740,584,55.87,75.5,70.73
11/6/2013,11/5/2013,300-399,"1,865",371,51,70,64.44
11/6/2013,11/5/2013,400-449,"1,219",426,52,70,64.07
11/6/2013,11/5/2013,450-499,"1,312",475,51.46,71,66.66
11/6/2013,11/5/2013,500-549,"1,577",524,55.85,73,68.79
11/6/2013,11/5/2013,550/up,562,584,55.85,74,69.97
11/5/2013,11/4/2013,300-399,"1,360",369,51,69,63.6
11/5/2013,11/4/2013,400-449,"1,279",427,55.75,69,63.37
11/5/2013,11/4/2013,450-499,"1,710",474,55.75,71.5,65.99
11/5/2013,11/4/2013,500-549,"1,160",524,62,73,68.9
11/5/2013,11/4/2013,550/up,609,582,55.75,74,69.14
11/4/2013,11/1/2013,300-399,"1,397",371,51,69,63.4
11/4/2013,11/1/2013,400-449,821,426,54,69,63.53
11/4/2013,11/1/2013,450-499,"1,230",474,55,71,63.65
11/4/2013,11/1/2013,500-549,"1,336",525,55.61,73,66.5
11/4/2013,11/1/2013,550/up,555,575,68,74,69.63
11/1/2013,10/31/2013,300-399,"1,494",367,50.98,69,64.13
11/1/2013,10/31/2013,400-449,943,426,51,69,62.58
11/1/2013,10/31/2013,450-499,"1,576",475,54.83,69.45,65.59
11/1/2013,10/31/2013,500-549,"1,108",524,55.41,70.52,66.72
11/1/2013,10/31/2013,550/up,428,585,64.4,71.58,68.63
10/31/2013,10/30/2013,300-399,974,371,50,68.5,64.33
10/31/2013,10/30/2013,400-449,"1,639",424,50.96,69,62.08
10/31/2013,10/30/2013,450-499,"1,326",475,55,70,65.64
10/31/2013,10/30/2013,500-549,"1,172",524,55.39,71,67.29
10/31/2013,10/30/2013,550/up,610,585,64.25,71.29,68.39
10/30/2013,10/29/2013,300-399,"1,347",369,54.33,68,63.22
10/30/2013,10/29/2013,400-449,"1,341",427,51,68,62.74
10/30/2013,10/29/2013,450-499,"1,401",475,54.93,69,64.76
10/30/2013,10/29/2013,500-549,"1,100",522,54.93,69.5,66.75
10/30/2013,10/29/2013,550/up,623,590,54.93,69.5,67.23
10/29/2013,10/28/2013,300-399,"1,397",370,51,71,63.2
10/29/2013,10/28/2013,400-449,"1,176",427,51,71,62.72
10/29/2013,10/28/2013,450-499,"1,159",476,55.82,71,66.04
10/29/2013,10/28/2013,500-549,"1,256",524,64.53,71,67.22
10/29/2013,10/28/2013,550/up,645,585,65.5,72,68.23
10/28/2013,10/25/2013,300-399,"1,229",368,57,69,63.72
10/28/2013,10/25/2013,400-449,"1,170",426,52,68,61.2
10/28/2013,10/25/2013,450-499,"1,461",476,55.41,70,64.55
10/28/2013,10/25/2013,500-549,"1,752",522,55.41,69.14,66.16
10/28/2013,10/25/2013,550/up,440,580,66.37,70,67.8
10/25/2013,10/24/2013,300-399,"1,932",366,51,70,63.51
10/25/2013,10/24/2013,400-449,"1,154",425,51,70,63.35
10/25/2013,10/24/2013,450-499,"1,417",475,57.01,72,64.68
10/25/2013,10/24/2013,500-549,"1,280",523,57.01,70.99,66.71
10/25/2013,10/24/2013,550/up,575,587,65.22,70,67.84
10/24/2013,10/23/2013,300-399,"1,229",373,55.47,72,63.78
10/24/2013,10/23/2013,400-449,"1,380",426,56.47,72,62.18
10/24/2013,10/23/2013,450-499,"1,468",475,54,72,65.05
10/24/2013,10/23/2013,500-549,"1,357",523,56.55,71,67.25
10/24/2013,10/23/2013,550/up,605,586,67.62,73.38,70.05
10/23/2013,10/22/2013,300-399,"1,398",373,55.89,73,65.31
10/23/2013,10/22/2013,400-449,"1,710",424,55.89,70.48,64.14
10/23/2013,10/22/2013,450-499,"1,695",475,52.1,72.64,66.9
10/23/2013,10/22/2013,500-549,"1,167",523,56.44,73.72,67.83
10/23/2013,10/22/2013,550/up,586,584,68,74.81,70.43
10/22/2013,10/21/2013,300-399,"1,261",369,52,70,64.73
10/22/2013,10/21/2013,400-449,"1,290",425,54,70,63.71
10/22/2013,10/21/2013,450-499,932,474,57.45,73.5,66.72
10/22/2013,10/21/2013,500-549,958,522,57.45,73.5,68.72
10/22/2013,10/21/2013,550/up,508,582,57,73.61,70.33
10/21/2013,10/18/2013,300-399,"1,219",365,50,70,64.58
10/21/2013,10/18/2013,400-449,"1,409",423,54,71,63.63
10/21/2013,10/18/2013,450-499,"1,031",474,56,72,63.3
10/21/2013,10/18/2013,500-549,973,525,57.84,73,68.65
10/21/2013,10/18/2013,550/up,427,579,66.5,74,69.87
10/18/2013,10/17/2013,300-399,"1,875",364,54,72,65.38
10/18/2013,10/17/2013,400-449,"1,697",426,54,73,65.02
10/18/2013,10/17/2013,450-499,"1,780",475,57.72,74,68.04
10/18/2013,10/17/2013,500-549,"1,186",524,57.72,74.69,70.85
10/18/2013,10/17/2013,550/up,762,585,66.5,75.74,72.43
9/30/2013,9/27/2013,300-399,"1,376",372,67,85,76.12
9/30/2013,9/27/2013,400-449,"1,096",425,67,87,75.47
9/30/2013,9/27/2013,450-499,945,472,68.61,88,79.63
9/30/2013,9/27/2013,500-549,594,523,80,87,83.74
9/30/2013,9/27/2013,550/up,383,584,80,88,84.04
9/27/2013,9/26/2013,300-399,"1,600",370,66.28,86,76.73
9/27/2013,9/26/2013,400-449,"1,680",426,63.04,87.17,76.06
9/27/2013,9/26/2013,450-499,"1,283",475,69.01,88,82.72
9/27/2013,9/26/2013,500-549,"1,518",523,76.47,90.1,83.81
9/27/2013,9/26/2013,550/up,593,584,79,91.17,85.24
9/26/2013,9/25/2013,300-399,"1,444",369,62.78,83,77.79
9/26/2013,9/25/2013,400-449,"1,412",426,65,84,76.77
9/26/2013,9/25/2013,450-499,"1,699",474,66.3,87.5,81.34
9/26/2013,9/25/2013,500-549,"1,138",523,72.66,88,83.97
9/26/2013,9/25/2013,550/up,545,583,81.95,89,85.37
9/25/2013,9/24/2013,300-399,"1,103",371,61.75,84.5,75.36
9/25/2013,9/24/2013,400-449,"1,107",427,65.06,85.5,74.73
9/25/2013,9/24/2013,450-499,"1,388",477,65.35,89.07,79.92
9/25/2013,9/24/2013,500-549,"1,446",523,65.35,86,81.08
9/25/2013,9/24/2013,550/up,393,585,71,87,82.5
9/24/2013,9/23/2013,300-399,804,371,60.93,81,75.92
9/24/2013,9/23/2013,400-449,"1,143",426,64.59,81.5,73.64
9/24/2013,9/23/2013,450-499,"1,376",474,64.59,83,78.45
9/24/2013,9/23/2013,500-549,"1,193",523,64.59,85,80.03
9/24/2013,9/23/2013,550/up,721,586,76,86.8,82.43
9/23/2013,9/20/2013,300-399,"1,328",370,64.34,80,73.74
9/23/2013,9/20/2013,400-449,999,427,64.34,81,73.76
9/23/2013,9/20/2013,450-499,"1,218",475,64.34,82,76.74
9/23/2013,9/20/2013,500-549,836,523,68.33,84,79.54
9/23/2013,9/20/2013,550/up,376,586,76,85,80.75
9/20/2013,9/19/2013,300-399,"1,263",368,55,79.83,73.45
9/20/2013,9/19/2013,400-449,"1,310",426,61,81,72.42
9/20/2013,9/19/2013,450-499,"1,572",475,58,82,75.92
9/20/2013,9/19/2013,500-549,"1,338",523,63.22,83,77.58
9/20/2013,9/19/2013,550/up,552,583,71,85,79.85
9/19/2013,9/18/2013,300-399,"1,250",371,60,78,72.87
9/19/2013,9/18/2013,400-449,"1,511",425,62.69,78.5,72.46
9/19/2013,9/18/2013,450-499,"1,478",475,62.69,80.51,75.73
9/19/2013,9/18/2013,500-549,"1,329",523,62.69,82,77.17
9/19/2013,9/18/2013,550/up,563,591,75.34,84,79.52
9/18/2013,9/17/2013,300-399,"1,210",367,58.37,77.5,71.68
9/18/2013,9/17/2013,400-449,995,425,61.85,78,71.22
9/18/2013,9/17/2013,450-499,"1,483",476,64,79.5,75.39
9/18/2013,9/17/2013,500-549,"1,185",524,68,82,76.42
9/18/2013,9/17/2013,550/up,628,583,68,83,77.77
9/17/2013,9/16/2013,300-399,"1,194",369,56.86,78,71.08
9/17/2013,9/16/2013,400-449,"1,198",426,58,78.5,70.66
9/17/2013,9/16/2013,450-499,"1,532",475,61.29,80,74.67
9/17/2013,9/16/2013,500-549,"1,348",524,61.29,81.5,76.62
9/17/2013,9/16/2013,550/up,764,584,69,80.66,77.32
9/16/2013,9/13/2013,300-399,"1,122",369,63,77,71.65
9/16/2013,9/13/2013,400-449,"1,336",426,60.91,77.5,69.09
9/16/2013,9/13/2013,450-499,"1,033",474,60.91,79,72.09
9/16/2013,9/13/2013,500-549,"1,053",523,64,80.5,75.48
9/16/2013,9/13/2013,550/up,411,585,74,79.79,76.57
9/13/2013,9/12/2013,300-399,"1,807",368,55.3,76,70.44
9/13/2013,9/12/2013,400-449,"1,689",426,55.3,76.5,68.28
9/13/2013,9/12/2013,450-499,"1,717",475,59.4,78,72.81
9/13/2013,9/12/2013,500-549,"1,383",523,66,79.5,75.26
9/13/2013,9/12/2013,550/up,376,588,66,78.89,76.09
9/12/2013,9/11/2013,300-399,"1,417",369,54,75,68.84
9/12/2013,9/11/2013,400-449,"1,404",426,59.35,75.5,69.07
9/12/2013,9/11/2013,450-499,"1,393",475,59.35,77,71.57
9/12/2013,9/11/2013,500-549,"1,322",522,59.35,78.5,73.55
9/12/2013,9/11/2013,550/up,398,585,71.52,78.12,74.89
9/11/2013,9/10/2013,300-399,"1,229",366,54.12,74,67.82
9/11/2013,9/10/2013,400-449,"1,437",427,56,74.5,66.79
9/11/2013,9/10/2013,450-499,"1,467",476,58.3,77,70.69
9/11/2013,9/10/2013,500-549,"1,557",524,65.59,78.5,73.32
9/11/2013,9/10/2013,550/up,613,590,66,79.5,74.93
9/10/2013,9/9/2013,300-399,"1,441",371,54.17,72,67.92
9/10/2013,9/9/2013,400-449,"1,293",426,58.35,73,66.58
9/10/2013,9/9/2013,450-499,"1,361",475,58.35,75,71.16
9/10/2013,9/9/2013,500-549,"1,150",524,66,76,72.95
9/10/2013,9/9/2013,550/up,645,582,68,77,74.21
9/9/2013,9/6/2013,300-399,"1,400",367,58,73.5,66.62
9/9/2013,9/6/2013,400-449,"1,260",426,54.27,74.5,65.63
9/9/2013,9/6/2013,450-499,"1,180",475,58.44,75.5,66.67
9/9/2013,9/6/2013,500-549,"1,252",523,58.44,76,71.43
9/9/2013,9/6/2013,550/up,449,586,67.5,75,72.67
9/6/2013,9/5/2013,300-399,"1,563",370,54,71.31,66.6
9/6/2013,9/5/2013,400-449,"1,034",425,58.64,71,65.75
9/6/2013,9/5/2013,450-499,"1,551",476,55,74.18,68.78
9/6/2013,9/5/2013,500-549,"1,153",524,65.74,76.48,71.69
9/6/2013,9/5/2013,550/up,605,588,68.5,76.32,72.81
9/5/2013,9/4/2013,300-399,"1,319",371,60,72,66.95
9/5/2013,9/4/2013,400-449,"1,426",427,55,71.3,65.6
9/5/2013,9/4/2013,450-499,"1,363",474,59.11,74.6,69.73
9/5/2013,9/4/2013,500-549,"1,179",523,66.6,75.66,71.75
9/5/2013,9/4/2013,550/up,430,581,71,76.71,73.45
9/4/2013,9/3/2013,300-399,"1,465",372,56,74,67.1
9/4/2013,9/3/2013,400-449,"1,625",426,60,75,66.88
9/4/2013,9/3/2013,450-499,"1,193",476,60.28,76,70.96
9/4/2013,9/3/2013,500-549,968,524,63.5,77.31,72.39
9/4/2013,9/3/2013,550/up,690,587,67,78.38,73.44
9/3/2013,8/30/2013,300-399,"1,126",370,60.4,74,68.41
9/3/2013,8/30/2013,400-449,"1,749",427,59,74.5,65.58
9/3/2013,8/30/2013,450-499,"1,235",475,60.5,75,69.88
9/3/2013,8/30/2013,500-549,851,524,60.96,76,71.68
9/3/2013,8/30/2013,550/up,440,584,68.5,78,73.58
8/30/2013,8/29/2013,300-399,"1,496",368,56.92,74,68.88
8/30/2013,8/29/2013,400-449,"1,247",425,57,74.5,67.65
8/30/2013,8/29/2013,450-499,"1,438",473,60.89,75.36,71.4
8/30/2013,8/29/2013,500-549,"1,283",522,68.5,77.61,73.23
8/30/2013,8/29/2013,550/up,332,583,72.95,79,75.48
8/29/2013,8/28/2013,300-399,"1,229",372,62,75.29,70.06
8/29/2013,8/28/2013,400-449,"1,165",426,61,74.5,67.92
8/29/2013,8/28/2013,450-499,"1,529",474,62,75.5,71.06
8/29/2013,8/28/2013,500-549,"1,087",523,68,77.73,73.53
8/29/2013,8/28/2013,550/up,443,585,68,79,74.11
8/28/2013,8/27/2013,300-399,"1,578",371,56.05,74.25,69.4
8/28/2013,8/27/2013,400-449,"1,349",426,56,75,68.44
8/28/2013,8/27/2013,450-499,"1,407",475,60.09,78.16,72.58
8/28/2013,8/27/2013,500-549,"1,127",524,60.09,79.66,72.83
8/28/2013,8/27/2013,550/up,731,585,69,80.16,74.47
8/27/2013,8/26/2013,300-399,"1,019",372,65,74,71.12
8/27/2013,8/26/2013,400-449,920,428,67,75.81,71.63
8/27/2013,8/26/2013,450-499,"1,404",476,69,79.03,73.79
8/27/2013,8/26/2013,500-549,846,524,70,80.09,75.62
8/27/2013,8/26/2013,550/up,469,589,70,81.15,77.21
8/26/2013,8/23/2013,300-399,998,366,62,76,69.15
8/26/2013,8/23/2013,400-449,"1,513",425,62,76,66.96
8/26/2013,8/23/2013,450-499,580,474,63,77.03,73.08
8/26/2013,8/23/2013,500-549,596,521,69,79.36,74.89
8/26/2013,8/23/2013,550/up,291,584,69,80.42,76.57
8/23/2013,8/22/2013,300-399,"1,594",370,60,75,70.42
8/23/2013,8/22/2013,400-449,"1,030",427,54.69,76,69.36
8/23/2013,8/22/2013,450-499,"1,378",473,62,77,72.55
8/23/2013,8/22/2013,500-549,"1,203",524,62.77,78.95,74.89
8/23/2013,8/22/2013,550/up,527,587,69,80,76.43
8/22/2013,8/21/2013,300-399,"1,624",369,61.21,78,71.53
8/22/2013,8/21/2013,400-449,"1,437",426,58,79,70.32
8/22/2013,8/21/2013,450-499,"1,390",475,63,81,73.3
8/22/2013,8/21/2013,500-549,"1,041",526,70,80.03,75.04
8/22/2013,8/21/2013,550/up,465,583,71,81.09,75.82
8/21/2013,8/20/2013,300-399,"1,432",366,63,77,71.58
8/21/2013,8/20/2013,400-449,"1,027",427,59,78.47,70.35
8/21/2013,8/20/2013,450-499,"1,265",474,62.34,79.97,74.7
8/21/2013,8/20/2013,500-549,"1,471",524,62.34,82.14,74.77
8/21/2013,8/20/2013,550/up,548,584,71,83.22,78.06
8/20/2013,8/19/2013,300-399,978,374,67.41,75,72.33
8/20/2013,8/19/2013,400-449,735,428,69.76,76.64,74.09
8/20/2013,8/19/2013,450-499,"1,197",475,71,80.88,75.09
8/20/2013,8/19/2013,500-549,"1,272",523,70,83.06,76.68
8/20/2013,8/19/2013,550/up,403,583,72.5,84.15,77.48
8/19/2013,8/16/2013,300-399,"1,555",368,61.36,77,70.9
8/19/2013,8/16/2013,400-449,988,426,63,79,70.09
8/19/2013,8/16/2013,450-499,901,473,65,81.07,73.29
8/19/2013,8/16/2013,500-549,668,524,72.5,83.7,76.83
8/19/2013,8/16/2013,550/up,210,594,72.5,85.26,78.53
8/16/2013,8/15/2013,300-399,"1,247",366,58,77.1,72.19
8/16/2013,8/15/2013,400-449,"1,513",425,60,82,71.32
8/16/2013,8/15/2013,450-499,"1,006",474,64.66,82,74.1
8/16/2013,8/15/2013,500-549,"1,383",524,71,82.5,77.92
8/16/2013,8/15/2013,550/up,453,595,71,82.5,78.52
8/15/2013,8/14/2013,300-399,"1,407",366,64,79.7,74.56
8/15/2013,8/14/2013,400-449,"1,378",426,63.15,81.34,70.17
8/15/2013,8/14/2013,450-499,"1,223",475,66.64,84.61,75.95
8/15/2013,8/14/2013,500-549,"1,036",524,71,87.35,78.13
8/15/2013,8/14/2013,550/up,482,583,73.7,88.97,78.44
8/14/2013,8/13/2013,300-399,"1,818",364,60,79.19,74.02
8/14/2013,8/13/2013,400-449,"1,568",424,61.08,80.06,72.01
8/14/2013,8/13/2013,450-499,"1,400",474,68,84.4,77.34
8/14/2013,8/13/2013,500-549,"1,282",523,64.73,85.49,78.3
8/14/2013,8/13/2013,550/up,614,586,70,87.65,80.06
8/13/2013,8/12/2013,300-399,474,371,70.34,79,75.59
8/13/2013,8/12/2013,400-449,893,425,69,79,74.72
8/13/2013,8/12/2013,450-499,"1,073",476,75,81.36,78.74
8/13/2013,8/12/2013,500-549,"1,175",524,76,83.18,80.03
8/13/2013,8/12/2013,550/up,623,586,76,84.53,81.08
8/12/2013,8/9/2013,300-399,"1,282",370,62,79.63,74.26
8/12/2013,8/9/2013,400-449,"1,058",428,65,79,71.9
8/12/2013,8/9/2013,450-499,"1,239",475,65,84.98,74.98
8/12/2013,8/9/2013,500-549,912,523,75,84.5,79.41
8/12/2013,8/9/2013,550/up,332,581,75,83.89,80.59
8/9/2013,8/8/2013,300-399,"1,292",366,64,81.34,75.31
8/9/2013,8/8/2013,400-449,"1,372",427,61,82,74.1
8/9/2013,8/8/2013,450-499,"1,090",476,65,84.39,78.17
8/9/2013,8/8/2013,500-549,"1,202",524,74,87.07,80.78
8/9/2013,8/8/2013,550/up,388,588,77.9,87.6,82.42
8/8/2013,8/7/2013,300-399,"1,135",364,61,82.62,76.59
8/8/2013,8/7/2013,400-449,"1,224",426,65,82.62,72.91
8/8/2013,8/7/2013,450-499,"1,451",474,67,85.74,78.99
8/8/2013,8/7/2013,500-549,996,526,73,86.75,80.66
8/8/2013,8/7/2013,550/up,344,589,78.69,87.27,83.03
8/7/2013,8/6/2013,300-399,"1,520",373,63.34,82.75,75.35
8/7/2013,8/6/2013,400-449,"1,466",427,66.81,86.25,74.59
8/7/2013,8/6/2013,450-499,"1,396",475,66.81,87.75,78.85
8/7/2013,8/6/2013,500-549,"1,592",524,75,88.5,81.19
8/7/2013,8/6/2013,550/up,623,584,74,89.5,82.96
8/6/2013,8/5/2013,300-399,901,371,69,82,77
8/6/2013,8/5/2013,400-449,765,426,69,83,78.72
8/6/2013,8/5/2013,450-499,"1,395",476,73,84.14,80.93
8/6/2013,8/5/2013,500-549,"1,073",524,75,85.19,82.24
8/6/2013,8/5/2013,550/up,616,581,76,86.21,83.78
8/5/2013,8/2/2013,300-399,"1,257",360,65,84.25,76.85
8/5/2013,8/2/2013,400-449,"1,216",425,67.69,86.25,73.83
8/5/2013,8/2/2013,450-499,"1,236",476,67.69,87.5,79.85
8/5/2013,8/2/2013,500-549,823,524,81,88.5,83.55
8/5/2013,8/2/2013,550/up,579,585,80,87.63,84.15
8/2/2013,8/1/2013,300-399,"1,544",374,64.62,83,77.45
8/2/2013,8/1/2013,400-449,"1,363",426,63,85.75,76.1
8/2/2013,8/1/2013,450-499,"1,313",474,63,86.5,80.86
8/2/2013,8/1/2013,500-549,"1,422",525,74,88.56,83.62
8/2/2013,8/1/2013,550/up,628,584,80,88.5,84.15
8/1/2013,7/31/2013,300-399,"1,562",368,63.52,83,77.1
8/1/2013,7/31/2013,400-449,"1,461",424,64,83,75.48
8/1/2013,7/31/2013,450-499,"1,389",475,69,86,81.17
8/1/2013,7/31/2013,500-549,"1,292",524,79,87,82.32
8/1/2013,7/31/2013,550/up,478,585,81.02,88,84.15
7/31/2013,7/30/2013,300-399,"1,212",368,61.96,83,76.88
