Report Date,Reported For Date,State Description,Head Count
5/31/2013,5/30/2013,Indiana,325
5/31/2013,5/30/2013,Iowa,"2,171"
5/31/2013,5/30/2013,Michigan,454
5/31/2013,5/30/2013,Minnesota,598
5/31/2013,5/30/2013,Mississippi,122
5/31/2013,5/30/2013,Missouri,"1,250"
5/31/2013,5/30/2013,Nebraska,567
5/31/2013,5/30/2013,North Carolina,365
5/31/2013,5/30/2013,North Dakota,52
5/31/2013,5/30/2013,Ohio,101
5/31/2013,5/30/2013,Oklahoma,565
5/31/2013,5/30/2013,South Carolina,136
5/31/2013,5/30/2013,South Dakota,148
5/31/2013,5/30/2013,Virginia,97
5/30/2013,5/29/2013,Canada,"1,405"
5/30/2013,5/29/2013,Illinois,"1,180"
5/30/2013,5/29/2013,Indiana,314
5/30/2013,5/29/2013,Iowa,"1,999"
5/30/2013,5/29/2013,Kansas,187
5/30/2013,5/29/2013,Michigan,335
5/30/2013,5/29/2013,Minnesota,501
5/30/2013,5/29/2013,Mississippi,238
5/30/2013,5/29/2013,Missouri,"1,056"
5/30/2013,5/29/2013,Nebraska,495
5/30/2013,5/29/2013,North Carolina,693
5/30/2013,5/29/2013,Ohio,146
5/30/2013,5/29/2013,Oklahoma,971
5/30/2013,5/29/2013,Pennsylvania,174
5/30/2013,5/29/2013,South Carolina,80
5/30/2013,5/29/2013,South Dakota,284
5/29/2013,5/28/2013,Arkansas,598
5/29/2013,5/28/2013,Canada,"2,007"
5/29/2013,5/28/2013,Georgia,14
5/29/2013,5/28/2013,Illinois,"2,138"
5/29/2013,5/28/2013,Indiana,323
5/29/2013,5/28/2013,Iowa,"2,050"
5/29/2013,5/28/2013,Kansas,4
5/29/2013,5/28/2013,Michigan,265
5/29/2013,5/28/2013,Minnesota,921
5/29/2013,5/28/2013,Missouri,"1,211"
5/29/2013,5/28/2013,Nebraska,535
5/29/2013,5/28/2013,North Carolina,618
5/29/2013,5/28/2013,Ohio,106
5/29/2013,5/28/2013,Oklahoma,"1,039"
5/29/2013,5/28/2013,Pennsylvania,86
5/29/2013,5/28/2013,South Carolina,76
5/29/2013,5/28/2013,South Dakota,356
5/29/2013,5/28/2013,Virginia,183
5/29/2013,5/28/2013,Wisconsin,320
5/28/2013,5/24/2013,Canada,"1,025"
5/28/2013,5/24/2013,Illinois,799
5/28/2013,5/24/2013,Indiana,200
5/28/2013,5/24/2013,Iowa,"2,408"
5/28/2013,5/24/2013,Michigan,382
5/28/2013,5/24/2013,Minnesota,629
5/28/2013,5/24/2013,Missouri,879
5/28/2013,5/24/2013,Nebraska,269
5/28/2013,5/24/2013,North Carolina,926
5/28/2013,5/24/2013,Ohio,276
5/28/2013,5/24/2013,Oklahoma,701
5/28/2013,5/24/2013,Pennsylvania,202
5/28/2013,5/24/2013,South Carolina,79
5/28/2013,5/24/2013,South Dakota,263
5/28/2013,5/24/2013,Virginia,110
5/24/2013,5/23/2013,Canada,"1,038"
5/24/2013,5/23/2013,Georgia,88
5/24/2013,5/23/2013,Illinois,973
5/24/2013,5/23/2013,Indiana,365
5/24/2013,5/23/2013,Iowa,"2,333"
5/24/2013,5/23/2013,Michigan,585
5/24/2013,5/23/2013,Minnesota,728
5/24/2013,5/23/2013,Mississippi,59
5/24/2013,5/23/2013,Missouri,"1,250"
5/24/2013,5/23/2013,Nebraska,830
5/24/2013,5/23/2013,North Carolina,833
5/24/2013,5/23/2013,North Dakota,1
5/24/2013,5/23/2013,Ohio,313
5/24/2013,5/23/2013,Oklahoma,892
5/24/2013,5/23/2013,Pennsylvania,88
5/24/2013,5/23/2013,South Carolina,228
5/24/2013,5/23/2013,South Dakota,123
5/24/2013,5/23/2013,Virginia,173
5/23/2013,5/22/2013,Canada,918
5/23/2013,5/22/2013,Georgia,93
5/23/2013,5/22/2013,Illinois,965
5/23/2013,5/22/2013,Indiana,475
5/23/2013,5/22/2013,Iowa,"1,768"
5/23/2013,5/22/2013,Kansas,65
5/23/2013,5/22/2013,Michigan,385
5/23/2013,5/22/2013,Minnesota,762
5/23/2013,5/22/2013,Mississippi,48
5/23/2013,5/22/2013,Missouri,"1,224"
5/23/2013,5/22/2013,Nebraska,723
5/23/2013,5/22/2013,North Carolina,863
5/23/2013,5/22/2013,Ohio,90
5/23/2013,5/22/2013,Oklahoma,"1,136"
5/23/2013,5/22/2013,Pennsylvania,390
5/23/2013,5/22/2013,South Carolina,172
5/23/2013,5/22/2013,South Dakota,118
5/23/2013,5/22/2013,Virginia,175
5/22/2013,5/21/2013,Arkansas,450
5/22/2013,5/21/2013,Canada,"1,160"
5/22/2013,5/21/2013,Georgia,8
5/22/2013,5/21/2013,Illinois,843
5/22/2013,5/21/2013,Indiana,188
5/22/2013,5/21/2013,Iowa,"2,062"
5/22/2013,5/21/2013,Kansas,198
5/22/2013,5/21/2013,Michigan,378
5/22/2013,5/21/2013,Minnesota,793
5/22/2013,5/21/2013,Mississippi,102
5/22/2013,5/21/2013,Missouri,712
5/22/2013,5/21/2013,Nebraska,461
5/22/2013,5/21/2013,North Carolina,692
5/22/2013,5/21/2013,Ohio,463
5/22/2013,5/21/2013,Oklahoma,515
5/22/2013,5/21/2013,Pennsylvania,170
5/22/2013,5/21/2013,South Dakota,270
5/22/2013,5/21/2013,Wisconsin,22
5/21/2013,5/20/2013,Arkansas,525
5/21/2013,5/20/2013,Canada,828
5/21/2013,5/20/2013,Georgia,93
5/21/2013,5/20/2013,Illinois,"1,567"
5/21/2013,5/20/2013,Indiana,408
5/21/2013,5/20/2013,Iowa,"2,207"
5/21/2013,5/20/2013,Kansas,46
5/21/2013,5/20/2013,Kentucky,75
5/21/2013,5/20/2013,Michigan,362
5/21/2013,5/20/2013,Minnesota,417
5/21/2013,5/20/2013,Missouri,845
5/21/2013,5/20/2013,Nebraska,418
5/21/2013,5/20/2013,North Carolina,788
5/21/2013,5/20/2013,Ohio,135
5/21/2013,5/20/2013,Oklahoma,671
5/21/2013,5/20/2013,Pennsylvania,110
5/21/2013,5/20/2013,South Dakota,182
5/21/2013,5/20/2013,Wisconsin,176
5/20/2013,5/17/2013,Canada,"1,361"
5/20/2013,5/17/2013,Illinois,505
5/20/2013,5/17/2013,Indiana,177
5/20/2013,5/17/2013,Iowa,"2,256"
5/20/2013,5/17/2013,Michigan,246
5/20/2013,5/17/2013,Minnesota,477
5/20/2013,5/17/2013,Missouri,666
5/20/2013,5/17/2013,Nebraska,530
5/20/2013,5/17/2013,North Carolina,854
5/20/2013,5/17/2013,Ohio,180
5/20/2013,5/17/2013,Oklahoma,431
5/20/2013,5/17/2013,South Carolina,87
5/20/2013,5/17/2013,South Dakota,131
5/20/2013,5/17/2013,Wisconsin,115
5/17/2013,5/16/2013,Canada,789
5/17/2013,5/16/2013,Georgia,15
5/17/2013,5/16/2013,Illinois,742
5/17/2013,5/16/2013,Indiana,145
5/17/2013,5/16/2013,Iowa,"2,376"
5/17/2013,5/16/2013,Michigan,431
5/17/2013,5/16/2013,Minnesota,799
5/17/2013,5/16/2013,Mississippi,70
5/17/2013,5/16/2013,Missouri,958
5/17/2013,5/16/2013,Nebraska,565
5/17/2013,5/16/2013,North Carolina,904
5/17/2013,5/16/2013,Ohio,192
5/17/2013,5/16/2013,Oklahoma,698
5/17/2013,5/16/2013,Pennsylvania,84
5/17/2013,5/16/2013,South Carolina,115
5/17/2013,5/16/2013,South Dakota,378
5/17/2013,5/16/2013,Virginia,175
5/17/2013,5/16/2013,Wisconsin,49
5/16/2013,5/15/2013,Canada,824
5/16/2013,5/15/2013,Georgia,183
5/16/2013,5/15/2013,Illinois,727
5/16/2013,5/15/2013,Indiana,431
5/16/2013,5/15/2013,Iowa,"2,333"
5/16/2013,5/15/2013,Kansas,41
5/16/2013,5/15/2013,Michigan,379
5/16/2013,5/15/2013,Minnesota,644
5/16/2013,5/15/2013,Mississippi,74
5/16/2013,5/15/2013,Missouri,"1,014"
5/16/2013,5/15/2013,Nebraska,401
5/16/2013,5/15/2013,North Carolina,471
5/16/2013,5/15/2013,Ohio,161
5/16/2013,5/15/2013,Oklahoma,811
5/16/2013,5/15/2013,Pennsylvania,312
5/16/2013,5/15/2013,South Carolina,215
5/16/2013,5/15/2013,South Dakota,88
5/16/2013,5/15/2013,Virginia,192
5/16/2013,5/15/2013,Wisconsin,11
5/15/2013,5/14/2013,Arkansas,100
5/15/2013,5/14/2013,Canada,"1,180"
5/15/2013,5/14/2013,Illinois,778
5/15/2013,5/14/2013,Indiana,356
5/15/2013,5/14/2013,Iowa,"2,172"
5/15/2013,5/14/2013,Kansas,164
5/15/2013,5/14/2013,Michigan,285
5/15/2013,5/14/2013,Minnesota,336
5/15/2013,5/14/2013,Mississippi,48
5/15/2013,5/14/2013,Missouri,932
5/15/2013,5/14/2013,Nebraska,618
5/15/2013,5/14/2013,North Carolina,526
5/15/2013,5/14/2013,Ohio,309
5/15/2013,5/14/2013,Oklahoma,730
5/15/2013,5/14/2013,Pennsylvania,171
5/15/2013,5/14/2013,South Carolina,156
5/15/2013,5/14/2013,South Dakota,291
5/15/2013,5/14/2013,Wisconsin,11
5/14/2013,5/13/2013,Arkansas,"1,050"
5/14/2013,5/13/2013,Canada,"1,117"
5/14/2013,5/13/2013,Georgia,93
5/14/2013,5/13/2013,Illinois,"1,638"
5/14/2013,5/13/2013,Indiana,204
5/14/2013,5/13/2013,Iowa,"2,811"
5/14/2013,5/13/2013,Kentucky,75
5/14/2013,5/13/2013,Michigan,211
5/14/2013,5/13/2013,Minnesota,"1,004"
5/14/2013,5/13/2013,Missouri,"1,115"
5/14/2013,5/13/2013,Nebraska,434
5/14/2013,5/13/2013,North Carolina,"1,230"
5/14/2013,5/13/2013,Ohio,438
5/14/2013,5/13/2013,Oklahoma,712
5/14/2013,5/13/2013,South Dakota,172
5/14/2013,5/13/2013,Wisconsin,264
5/13/2013,5/10/2013,Canada,756
5/13/2013,5/10/2013,Illinois,667
5/13/2013,5/10/2013,Indiana,99
5/13/2013,5/10/2013,Iowa,"2,401"
5/13/2013,5/10/2013,Michigan,172
5/13/2013,5/10/2013,Minnesota,543
5/13/2013,5/10/2013,Missouri,775
5/13/2013,5/10/2013,Nebraska,418
5/13/2013,5/10/2013,North Carolina,330
5/13/2013,5/10/2013,Ohio,183
5/13/2013,5/10/2013,Oklahoma,504
5/13/2013,5/10/2013,Pennsylvania,102
5/13/2013,5/10/2013,South Carolina,168
5/13/2013,5/10/2013,South Dakota,348
5/13/2013,5/10/2013,Virginia,155
5/10/2013,5/9/2013,Arkansas,19
5/10/2013,5/9/2013,Canada,925
5/10/2013,5/9/2013,Illinois,885
5/10/2013,5/9/2013,Indiana,220
5/10/2013,5/9/2013,Iowa,"1,587"
5/10/2013,5/9/2013,Kansas,81
5/10/2013,5/9/2013,Michigan,446
5/10/2013,5/9/2013,Minnesota,646
5/10/2013,5/9/2013,Missouri,996
5/10/2013,5/9/2013,Nebraska,709
5/10/2013,5/9/2013,North Carolina,751
5/10/2013,5/9/2013,Ohio,91
5/10/2013,5/9/2013,Oklahoma,484
5/10/2013,5/9/2013,Pennsylvania,275
5/10/2013,5/9/2013,South Carolina,239
5/10/2013,5/9/2013,South Dakota,120
5/9/2013,5/8/2013,Canada,"1,052"
5/9/2013,5/8/2013,Georgia,90
5/9/2013,5/8/2013,Illinois,666
5/9/2013,5/8/2013,Indiana,383
5/9/2013,5/8/2013,Iowa,"2,738"
5/9/2013,5/8/2013,Michigan,267
5/9/2013,5/8/2013,Minnesota,520
5/9/2013,5/8/2013,Mississippi,117
5/9/2013,5/8/2013,Missouri,969
5/9/2013,5/8/2013,Nebraska,572
5/9/2013,5/8/2013,North Carolina,850
5/9/2013,5/8/2013,Ohio,87
5/9/2013,5/8/2013,Oklahoma,738
5/9/2013,5/8/2013,Pennsylvania,109
5/9/2013,5/8/2013,South Carolina,172
5/9/2013,5/8/2013,South Dakota,184
5/9/2013,5/8/2013,Virginia,93
5/8/2013,5/7/2013,Arkansas,76
5/8/2013,5/7/2013,Canada,770
5/8/2013,5/7/2013,Illinois,"1,053"
5/8/2013,5/7/2013,Indiana,290
5/8/2013,5/7/2013,Iowa,"2,216"
5/8/2013,5/7/2013,Kansas,89
5/8/2013,5/7/2013,Michigan,346
5/8/2013,5/7/2013,Minnesota,703
5/8/2013,5/7/2013,Mississippi,185
5/8/2013,5/7/2013,Missouri,779
5/8/2013,5/7/2013,Nebraska,515
5/8/2013,5/7/2013,North Carolina,712
5/8/2013,5/7/2013,Ohio,190
5/8/2013,5/7/2013,Oklahoma,726
5/8/2013,5/7/2013,Pennsylvania,174
5/8/2013,5/7/2013,South Carolina,86
5/8/2013,5/7/2013,South Dakota,179
5/8/2013,5/7/2013,Virginia,95
5/8/2013,5/7/2013,Wisconsin,21
5/7/2013,5/6/2013,Arkansas,"1,700"
5/7/2013,5/6/2013,Canada,"1,217"
5/7/2013,5/6/2013,Illinois,"1,192"
5/7/2013,5/6/2013,Indiana,473
5/7/2013,5/6/2013,Iowa,"2,087"
5/7/2013,5/6/2013,Michigan,288
5/7/2013,5/6/2013,Minnesota,"1,132"
5/7/2013,5/6/2013,Missouri,"1,000"
5/7/2013,5/6/2013,Nebraska,936
5/7/2013,5/6/2013,North Carolina,862
5/7/2013,5/6/2013,Ohio,397
5/7/2013,5/6/2013,Oklahoma,804
5/7/2013,5/6/2013,Pennsylvania,104
5/7/2013,5/6/2013,South Carolina,88
5/7/2013,5/6/2013,South Dakota,355
5/7/2013,5/6/2013,Virginia,96
5/7/2013,5/6/2013,Wisconsin,201
5/6/2013,5/3/2013,Canada,651
5/6/2013,5/3/2013,Georgia,186
5/6/2013,5/3/2013,Illinois,637
5/6/2013,5/3/2013,Indiana,182
5/6/2013,5/3/2013,Iowa,"2,301"
5/6/2013,5/3/2013,Michigan,187
5/6/2013,5/3/2013,Minnesota,"1,014"
5/6/2013,5/3/2013,Missouri,662
5/6/2013,5/3/2013,Nebraska,481
5/6/2013,5/3/2013,North Carolina,"1,051"
5/6/2013,5/3/2013,Ohio,178
5/6/2013,5/3/2013,Oklahoma,582
5/6/2013,5/3/2013,Pennsylvania,94
5/6/2013,5/3/2013,South Dakota,68
5/3/2013,5/2/2013,Arkansas,600
5/3/2013,5/2/2013,Canada,744
5/3/2013,5/2/2013,Georgia,35
5/3/2013,5/2/2013,Illinois,"1,177"
5/3/2013,5/2/2013,Indiana,341
5/3/2013,5/2/2013,Iowa,"2,099"
5/3/2013,5/2/2013,Michigan,445
5/3/2013,5/2/2013,Minnesota,508
5/3/2013,5/2/2013,Missouri,939
5/3/2013,5/2/2013,Nebraska,826
5/3/2013,5/2/2013,North Carolina,704
5/3/2013,5/2/2013,Ohio,734
5/3/2013,5/2/2013,Oklahoma,539
5/3/2013,5/2/2013,Pennsylvania,115
5/3/2013,5/2/2013,South Carolina,79
5/3/2013,5/2/2013,South Dakota,85
5/3/2013,5/2/2013,Virginia,90
5/2/2013,5/1/2013,Canada,"1,192"
5/2/2013,5/1/2013,Georgia,35
5/2/2013,5/1/2013,Illinois,484
5/2/2013,5/1/2013,Indiana,276
5/2/2013,5/1/2013,Iowa,"1,937"
5/2/2013,5/1/2013,Kansas,41
5/2/2013,5/1/2013,Michigan,333
5/2/2013,5/1/2013,Minnesota,763
5/2/2013,5/1/2013,Missouri,"1,183"
5/2/2013,5/1/2013,Nebraska,636
5/2/2013,5/1/2013,North Carolina,477
5/2/2013,5/1/2013,Ohio,100
5/2/2013,5/1/2013,Oklahoma,636
5/2/2013,5/1/2013,Pennsylvania,312
5/2/2013,5/1/2013,South Carolina,97
5/2/2013,5/1/2013,South Dakota,211
5/2/2013,5/1/2013,Virginia,87
5/1/2013,4/30/2013,Canada,"1,328"
5/1/2013,4/30/2013,Illinois,901
5/1/2013,4/30/2013,Indiana,262
5/1/2013,4/30/2013,Iowa,"1,997"
5/1/2013,4/30/2013,Kansas,54
5/1/2013,4/30/2013,Michigan,278
5/1/2013,4/30/2013,Minnesota,821
5/1/2013,4/30/2013,Missouri,770
5/1/2013,4/30/2013,Nebraska,413
5/1/2013,4/30/2013,North Carolina,674
5/1/2013,4/30/2013,Ohio,136
5/1/2013,4/30/2013,Oklahoma,598
5/1/2013,4/30/2013,Pennsylvania,272
5/1/2013,4/30/2013,South Carolina,63
5/1/2013,4/30/2013,South Dakota,181
4/30/2013,4/29/2013,Canada,"1,447"
4/30/2013,4/29/2013,Illinois,843
4/30/2013,4/29/2013,Indiana,315
4/30/2013,4/29/2013,Iowa,"1,864"
4/30/2013,4/29/2013,Michigan,168
4/30/2013,4/29/2013,Minnesota,737
4/30/2013,4/29/2013,Missouri,785
4/30/2013,4/29/2013,Nebraska,874
4/30/2013,4/29/2013,North Carolina,649
4/30/2013,4/29/2013,Oklahoma,464
4/30/2013,4/29/2013,South Carolina,80
4/30/2013,4/29/2013,South Dakota,374
4/30/2013,4/29/2013,Virginia,60
4/29/2013,4/26/2013,Arizona,5
4/29/2013,4/26/2013,California,16
4/29/2013,4/26/2013,Canada,953
4/29/2013,4/26/2013,Georgia,11
4/29/2013,4/26/2013,Illinois,890
4/29/2013,4/26/2013,Indiana,269
4/29/2013,4/26/2013,Iowa,"2,026"
4/29/2013,4/26/2013,Michigan,270
4/29/2013,4/26/2013,Minnesota,840
4/29/2013,4/26/2013,Missouri,503
4/29/2013,4/26/2013,Nebraska,620
4/29/2013,4/26/2013,North Carolina,"1,017"
4/29/2013,4/26/2013,Ohio,92
4/29/2013,4/26/2013,Oklahoma,425
4/29/2013,4/26/2013,South Carolina,93
4/29/2013,4/26/2013,South Dakota,24
4/29/2013,4/26/2013,Wisconsin,119
4/26/2013,4/25/2013,Canada,"1,050"
4/26/2013,4/25/2013,Georgia,92
4/26/2013,4/25/2013,Illinois,950
4/26/2013,4/25/2013,Indiana,317
4/26/2013,4/25/2013,Iowa,"2,345"
4/26/2013,4/25/2013,Michigan,445
4/26/2013,4/25/2013,Minnesota,706
4/26/2013,4/25/2013,Missouri,704
4/26/2013,4/25/2013,Nebraska,910
4/26/2013,4/25/2013,North Carolina,665
4/26/2013,4/25/2013,Ohio,296
4/26/2013,4/25/2013,Oklahoma,654
4/26/2013,4/25/2013,Pennsylvania,205
4/26/2013,4/25/2013,South Carolina,182
4/26/2013,4/25/2013,South Dakota,184
4/26/2013,4/25/2013,Virginia,100
4/26/2013,4/25/2013,Wisconsin,73
4/25/2013,4/24/2013,Canada,"1,508"
4/25/2013,4/24/2013,Georgia,13
4/25/2013,4/24/2013,Illinois,934
4/25/2013,4/24/2013,Indiana,432
4/25/2013,4/24/2013,Iowa,"3,084"
4/25/2013,4/24/2013,Kansas,16
4/25/2013,4/24/2013,Michigan,257
4/25/2013,4/24/2013,Minnesota,675
4/25/2013,4/24/2013,Missouri,"1,032"
4/25/2013,4/24/2013,Nebraska,436
4/25/2013,4/24/2013,North Carolina,782
4/25/2013,4/24/2013,Oklahoma,930
4/25/2013,4/24/2013,Pennsylvania,293
4/25/2013,4/24/2013,South Carolina,182
4/25/2013,4/24/2013,South Dakota,147
4/25/2013,4/24/2013,Virginia,95
4/25/2013,4/24/2013,Wisconsin,17
4/24/2013,4/23/2013,Arkansas,400
4/24/2013,4/23/2013,Canada,"1,497"
4/24/2013,4/23/2013,Georgia,186
4/24/2013,4/23/2013,Illinois,"1,083"
4/24/2013,4/23/2013,Indiana,405
4/24/2013,4/23/2013,Iowa,"1,879"
4/24/2013,4/23/2013,Kansas,190
4/24/2013,4/23/2013,Michigan,347
4/24/2013,4/23/2013,Minnesota,706
4/24/2013,4/23/2013,Missouri,"1,040"
4/24/2013,4/23/2013,Nebraska,535
4/24/2013,4/23/2013,North Carolina,663
4/24/2013,4/23/2013,Ohio,570
4/24/2013,4/23/2013,Oklahoma,746
4/24/2013,4/23/2013,Pennsylvania,172
4/24/2013,4/23/2013,South Carolina,80
4/24/2013,4/23/2013,South Dakota,323
4/24/2013,4/23/2013,Virginia,95
4/24/2013,4/23/2013,Wisconsin,176
4/23/2013,4/22/2013,Arkansas,525
4/23/2013,4/22/2013,California,100
4/23/2013,4/22/2013,Canada,"1,253"
4/23/2013,4/22/2013,Georgia,93
4/23/2013,4/22/2013,Illinois,"1,101"
4/23/2013,4/22/2013,Indiana,355
4/23/2013,4/22/2013,Iowa,"2,907"
4/23/2013,4/22/2013,Michigan,265
4/23/2013,4/22/2013,Minnesota,842
4/23/2013,4/22/2013,Missouri,770
4/23/2013,4/22/2013,Nebraska,609
4/23/2013,4/22/2013,North Carolina,720
4/23/2013,4/22/2013,Oklahoma,655
4/23/2013,4/22/2013,Pennsylvania,212
4/23/2013,4/22/2013,South Carolina,29
4/23/2013,4/22/2013,South Dakota,188
4/22/2013,4/19/2013,Canada,694
4/22/2013,4/19/2013,Illinois,548
4/22/2013,4/19/2013,Indiana,192
4/22/2013,4/19/2013,Iowa,"1,925"
4/22/2013,4/19/2013,Michigan,182
4/22/2013,4/19/2013,Minnesota,"1,085"
4/22/2013,4/19/2013,Missouri,673
4/22/2013,4/19/2013,Nebraska,348
4/22/2013,4/19/2013,North Carolina,536
4/22/2013,4/19/2013,Ohio,92
4/22/2013,4/19/2013,Oklahoma,615
4/22/2013,4/19/2013,Pennsylvania,195
4/22/2013,4/19/2013,South Carolina,86
4/19/2013,4/18/2013,Canada,"1,043"
4/19/2013,4/18/2013,Illinois,990
4/19/2013,4/18/2013,Indiana,115
4/19/2013,4/18/2013,Iowa,"1,917"
4/19/2013,4/18/2013,Michigan,368
4/19/2013,4/18/2013,Minnesota,446
4/19/2013,4/18/2013,Mississippi,52
4/19/2013,4/18/2013,Missouri,750
4/19/2013,4/18/2013,Nebraska,"1,063"
4/19/2013,4/18/2013,North Carolina,889
4/19/2013,4/18/2013,Ohio,356
4/19/2013,4/18/2013,Oklahoma,637
4/19/2013,4/18/2013,Pennsylvania,109
4/19/2013,4/18/2013,South Carolina,161
4/19/2013,4/18/2013,South Dakota,95
4/19/2013,4/18/2013,Virginia,163
4/18/2013,4/17/2013,Canada,"1,198"
4/18/2013,4/17/2013,Illinois,"1,086"
4/18/2013,4/17/2013,Indiana,508
4/18/2013,4/17/2013,Iowa,"2,574"
4/18/2013,4/17/2013,Kansas,61
4/18/2013,4/17/2013,Michigan,361
4/18/2013,4/17/2013,Minnesota,995
4/18/2013,4/17/2013,Missouri,"1,190"
4/18/2013,4/17/2013,Nebraska,595
4/18/2013,4/17/2013,North Carolina,533
4/18/2013,4/17/2013,Ohio,55
4/18/2013,4/17/2013,Oklahoma,"1,041"
4/18/2013,4/17/2013,Pennsylvania,195
4/18/2013,4/17/2013,South Carolina,173
4/18/2013,4/17/2013,South Dakota,321
4/18/2013,4/17/2013,Virginia,19
4/17/2013,4/16/2013,Canada,"1,193"
4/17/2013,4/16/2013,Illinois,821
4/17/2013,4/16/2013,Indiana,94
4/17/2013,4/16/2013,Iowa,"1,756"
4/17/2013,4/16/2013,Kansas,229
4/17/2013,4/16/2013,Michigan,346
4/17/2013,4/16/2013,Minnesota,918
4/17/2013,4/16/2013,Missouri,667
4/17/2013,4/16/2013,Nebraska,406
4/17/2013,4/16/2013,North Carolina,803
4/17/2013,4/16/2013,Ohio,237
4/17/2013,4/16/2013,Oklahoma,"1,047"
4/17/2013,4/16/2013,Pennsylvania,90
4/17/2013,4/16/2013,South Carolina,83
4/17/2013,4/16/2013,South Dakota,112
4/17/2013,4/16/2013,Virginia,93
4/17/2013,4/16/2013,Wisconsin,13
4/16/2013,4/15/2013,Arkansas,"1,125"
4/16/2013,4/15/2013,Canada,"1,651"
4/16/2013,4/15/2013,Illinois,"1,718"
4/16/2013,4/15/2013,Indiana,474
4/16/2013,4/15/2013,Iowa,"2,180"
4/16/2013,4/15/2013,Michigan,265
4/16/2013,4/15/2013,Minnesota,721
4/16/2013,4/15/2013,Missouri,722
4/16/2013,4/15/2013,Nebraska,448
4/16/2013,4/15/2013,North Carolina,647
4/16/2013,4/15/2013,Ohio,248
4/16/2013,4/15/2013,Oklahoma,458
4/16/2013,4/15/2013,South Dakota,83
4/16/2013,4/15/2013,Wisconsin,451
4/15/2013,4/12/2013,Canada,633
4/15/2013,4/12/2013,Georgia,115
4/15/2013,4/12/2013,Illinois,430
4/15/2013,4/12/2013,Indiana,199
4/15/2013,4/12/2013,Iowa,"2,310"
4/15/2013,4/12/2013,Michigan,370
4/15/2013,4/12/2013,Minnesota,509
4/15/2013,4/12/2013,Missouri,670
4/15/2013,4/12/2013,Nebraska,447
4/15/2013,4/12/2013,North Carolina,834
4/15/2013,4/12/2013,Ohio,451
4/15/2013,4/12/2013,Oklahoma,673
4/15/2013,4/12/2013,Pennsylvania,210
4/15/2013,4/12/2013,South Carolina,278
4/15/2013,4/12/2013,South Dakota,301
4/15/2013,4/12/2013,Virginia,101
4/12/2013,4/11/2013,Canada,940
4/12/2013,4/11/2013,Illinois,"1,023"
4/12/2013,4/11/2013,Indiana,87
4/12/2013,4/11/2013,Iowa,"1,476"
4/12/2013,4/11/2013,Michigan,351
4/12/2013,4/11/2013,Minnesota,625
4/12/2013,4/11/2013,Mississippi,78
4/12/2013,4/11/2013,Missouri,645
4/12/2013,4/11/2013,Nebraska,580
4/12/2013,4/11/2013,North Carolina,669
4/12/2013,4/11/2013,Ohio,95
4/12/2013,4/11/2013,Oklahoma,588
4/12/2013,4/11/2013,Pennsylvania,175
4/12/2013,4/11/2013,South Carolina,174
4/12/2013,4/11/2013,South Dakota,250
4/12/2013,4/11/2013,Tennessee,5
4/11/2013,4/10/2013,Arkansas,21
4/11/2013,4/10/2013,Canada,"1,200"
4/11/2013,4/10/2013,Illinois,538
4/11/2013,4/10/2013,Indiana,572
4/11/2013,4/10/2013,Iowa,"2,672"
4/11/2013,4/10/2013,Kansas,187
4/11/2013,4/10/2013,Michigan,280
4/11/2013,4/10/2013,Minnesota,496
4/11/2013,4/10/2013,Mississippi,58
4/11/2013,4/10/2013,Missouri,967
4/11/2013,4/10/2013,Nebraska,689
4/11/2013,4/10/2013,North Carolina,499
4/11/2013,4/10/2013,Ohio,69
4/11/2013,4/10/2013,Oklahoma,838
4/11/2013,4/10/2013,Pennsylvania,188
4/11/2013,4/10/2013,Virginia,94
4/10/2013,4/9/2013,Arkansas,536
4/10/2013,4/9/2013,Canada,"1,389"
4/10/2013,4/9/2013,Georgia,93
4/10/2013,4/9/2013,Illinois,685
4/10/2013,4/9/2013,Indiana,325
4/10/2013,4/9/2013,Iowa,"2,418"
4/10/2013,4/9/2013,Kansas,189
4/10/2013,4/9/2013,Kentucky,75
4/10/2013,4/9/2013,Michigan,268
4/10/2013,4/9/2013,Minnesota,726
4/10/2013,4/9/2013,Missouri,973
4/10/2013,4/9/2013,Nebraska,496
4/10/2013,4/9/2013,North Carolina,759
4/10/2013,4/9/2013,Ohio,407
4/10/2013,4/9/2013,Oklahoma,812
4/10/2013,4/9/2013,Pennsylvania,83
4/10/2013,4/9/2013,South Carolina,85
4/10/2013,4/9/2013,South Dakota,176
4/10/2013,4/9/2013,Virginia,94
4/10/2013,4/9/2013,Wisconsin,25
4/9/2013,4/8/2013,Arkansas,525
4/9/2013,4/8/2013,Canada,993
4/9/2013,4/8/2013,Illinois,"1,733"
4/9/2013,4/8/2013,Indiana,223
4/9/2013,4/8/2013,Iowa,"1,753"
4/9/2013,4/8/2013,Kansas,9
4/9/2013,4/8/2013,Michigan,266
4/9/2013,4/8/2013,Minnesota,889
4/9/2013,4/8/2013,Missouri,870
4/9/2013,4/8/2013,Nebraska,299
4/9/2013,4/8/2013,North Carolina,720
4/9/2013,4/8/2013,Ohio,161
4/9/2013,4/8/2013,Oklahoma,521
4/9/2013,4/8/2013,Pennsylvania,98
4/9/2013,4/8/2013,South Carolina,20
4/9/2013,4/8/2013,South Dakota,287
4/9/2013,4/8/2013,Wisconsin,352
